instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,wind_category,waktu_hari
13338,2012-07-14,Fall,1,7,22,0,6,Weekend/Holiday,1,0.7,0.6667,0.79,0.194,65,160,225,Sedang,Malam/Dini Hari
13339,2012-07-14,Fall,1,7,23,0,6,Weekend/Holiday,2,0.68,0.6364,0.83,0.0896,55,156,211,Rendah,Malam/Dini Hari
13340,2012-07-15,Fall,1,7,0,0,0,Weekend/Holiday,1,0.68,0.6364,0.89,0.1642,40,147,187,Sedang,Malam/Dini Hari
13341,2012-07-15,Fall,1,7,1,0,0,Weekend/Holiday,2,0.68,0.6364,0.89,0.1343,49,119,168,Sedang,Malam/Dini Hari
13342,2012-07-15,Fall,1,7,2,0,0,Weekend/Holiday,2,0.68,0.6364,0.89,0.1642,29,86,115,Sedang,Malam/Dini Hari
13343,2012-07-15,Fall,1,7,3,0,0,Weekend/Holiday,2,0.68,0.6364,0.89,0.1642,15,42,57,Sedang,Malam/Dini Hari
13344,2012-07-15,Fall,1,7,4,0,0,Weekend/Holiday,2,0.68,0.6364,0.89,0.1045,8,11,19,Sedang,Malam/Dini Hari
13345,2012-07-15,Fall,1,7,5,0,0,Weekend/Holiday,1,0.68,0.6364,0.89,0.1343,2,7,9,Sedang,Pagi (Berangkat)
13346,2012-07-15,Fall,1,7,6,0,0,Weekend/Holiday,1,0.68,0.6364,0.83,0.1343,6,9,15,Sedang,Pagi (Berangkat)
13347,2012-07-15,Fall,1,7,7,0,0,Weekend/Holiday,1,0.7,0.6667,0.79,0.0896,17,30,47,Rendah,Pagi (Berangkat)
13348,2012-07-15,Fall,1,7,8,0,0,Weekend/Holiday,2,0.7,0.6667,0.84,0.1343,37,96,133,Sedang,Pagi (Berangkat)
13349,2012-07-15,Fall,1,7,9,0,0,Weekend/Holiday,2,0.72,0.697,0.79,0.0,58,163,221,,Pagi (Berangkat)
13350,2012-07-15,Fall,1,7,10,0,0,Weekend/Holiday,1,0.76,0.7273,0.66,0.1343,141,241,382,Sedang,Siang (Rekreasi)
13351,2012-07-15,Fall,1,7,11,0,0,Weekend/Holiday,1,0.82,0.7727,0.52,0.1642,170,281,451,Sedang,Siang (Rekreasi)
13352,2012-07-15,Fall,1,7,12,0,0,Weekend/Holiday,1,0.84,0.7727,0.47,0.1045,153,336,489,Sedang,Siang (Rekreasi)
13353,2012-07-15,Fall,1,7,13,0,0,Weekend/Holiday,1,0.86,0.7879,0.41,0.1045,171,309,480,Sedang,Siang (Rekreasi)
13354,2012-07-15,Fall,1,7,14,0,0,Weekend/Holiday,1,0.9,0.8182,0.37,0.2537,162,314,476,Sedang,Siang (Rekreasi)
13355,2012-07-15,Fall,1,7,15,0,0,Weekend/Holiday,1,0.86,0.803,0.47,0.1343,182,307,489,Sedang,Siang (Rekreasi)
13356,2012-07-15,Fall,1,7,16,0,0,Weekend/Holiday,1,0.86,0.7879,0.41,0.2239,152,343,495,Sedang,Sore (Pulang)
13357,2012-07-15,Fall,1,7,17,0,0,Weekend/Holiday,1,0.8,0.7727,0.59,0.4925,122,314,436,Tinggi,Sore (Pulang)
13358,2012-07-15,Fall,1,7,18,0,0,Weekend/Holiday,3,0.72,0.697,0.79,0.3582,84,228,312,Tinggi,Sore (Pulang)
13359,2012-07-15,Fall,1,7,19,0,0,Weekend/Holiday,1,0.72,0.7121,0.84,0.2239,109,203,312,Sedang,Sore (Pulang)
13360,2012-07-15,Fall,1,7,20,0,0,Weekend/Holiday,1,0.72,0.697,0.79,0.2537,95,199,294,Sedang,Malam/Dini Hari
13361,2012-07-15,Fall,1,7,21,0,0,Weekend/Holiday,1,0.72,0.697,0.79,0.0896,59,164,223,Rendah,Malam/Dini Hari
13362,2012-07-15,Fall,1,7,22,0,0,Weekend/Holiday,1,0.72,0.697,0.74,0.1045,34,96,130,Sedang,Malam/Dini Hari
13363,2012-07-15,Fall,1,7,23,0,0,Weekend/Holiday,1,0.72,0.697,0.79,0.1343,25,66,91,Sedang,Malam/Dini Hari
13364,2012-07-16,Fall,1,7,0,0,1,Working Day,3,0.72,0.697,0.79,0.1045,11,32,43,Sedang,Malam/Dini Hari
13365,2012-07-16,Fall,1,7,1,0,1,Working Day,2,0.7,0.6667,0.74,0.194,1,10,11,Sedang,Malam/Dini Hari
13366,2012-07-16,Fall,1,7,2,0,1,Working Day,1,0.7,0.6667,0.74,0.1045,4,11,15,Sedang,Malam/Dini Hari
13367,2012-07-16,Fall,1,7,3,0,1,Working Day,1,0.68,0.6364,0.79,0.0896,2,4,6,Rendah,Malam/Dini Hari
13368,2012-07-16,Fall,1,7,4,0,1,Working Day,1,0.68,0.6364,0.79,0.1045,1,11,12,Sedang,Malam/Dini Hari
13369,2012-07-16,Fall,1,7,5,0,1,Working Day,1,0.66,0.6061,0.78,0.1045,10,40,50,Sedang,Pagi (Berangkat)
13370,2012-07-16,Fall,1,7,6,0,1,Working Day,1,0.68,0.6364,0.79,0.1343,8,132,140,Sedang,Pagi (Berangkat)
13371,2012-07-16,Fall,1,7,7,0,1,Working Day,1,0.72,0.6818,0.7,0.0896,24,459,483,Rendah,Pagi (Berangkat)
13372,2012-07-16,Fall,1,7,8,0,1,Working Day,1,0.74,0.697,0.66,0.1045,48,619,667,Sedang,Pagi (Berangkat)
13373,2012-07-16,Fall,1,7,9,0,1,Working Day,1,0.76,0.7121,0.62,0.1642,51,297,348,Sedang,Pagi (Berangkat)
13374,2012-07-16,Fall,1,7,10,0,1,Working Day,1,0.8,0.7727,0.59,0.0,69,117,186,,Siang (Rekreasi)
13375,2012-07-16,Fall,1,7,11,0,1,Working Day,1,0.84,0.803,0.53,0.2239,57,125,182,Sedang,Siang (Rekreasi)
13376,2012-07-16,Fall,1,7,12,0,1,Working Day,1,0.84,0.7879,0.49,0.1343,79,158,237,Sedang,Siang (Rekreasi)
13377,2012-07-16,Fall,1,7,13,0,1,Working Day,1,0.84,0.7879,0.49,0.2836,63,176,239,Sedang,Siang (Rekreasi)
13378,2012-07-16,Fall,1,7,14,0,1,Working Day,1,0.88,0.8182,0.42,0.1045,53,159,212,Sedang,Siang (Rekreasi)
13379,2012-07-16,Fall,1,7,15,0,1,Working Day,1,0.86,0.803,0.47,0.2537,61,176,237,Sedang,Siang (Rekreasi)
13380,2012-07-16,Fall,1,7,16,0,1,Working Day,3,0.76,0.7273,0.66,0.5821,77,309,386,Ekstrem,Sore (Pulang)
13381,2012-07-16,Fall,1,7,17,0,1,Working Day,3,0.76,0.7273,0.66,0.5821,86,669,755,Ekstrem,Sore (Pulang)
13382,2012-07-16,Fall,1,7,18,0,1,Working Day,1,0.84,0.803,0.53,0.0,97,697,794,,Sore (Pulang)
13383,2012-07-16,Fall,1,7,19,0,1,Working Day,1,0.8,0.7879,0.63,0.1343,92,503,595,Sedang,Sore (Pulang)
13384,2012-07-16,Fall,1,7,20,0,1,Working Day,1,0.8,0.7727,0.59,0.1343,66,388,454,Sedang,Malam/Dini Hari
13385,2012-07-16,Fall,1,7,21,0,1,Working Day,1,0.76,0.7273,0.66,0.1343,45,283,328,Sedang,Malam/Dini Hari
13386,2012-07-16,Fall,1,7,22,0,1,Working Day,1,0.76,0.7121,0.62,0.0896,56,228,284,Rendah,Malam/Dini Hari
13387,2012-07-16,Fall,1,7,23,0,1,Working Day,1,0.74,0.7121,0.74,0.0896,27,139,166,Rendah,Malam/Dini Hari
13388,2012-07-17,Fall,1,7,0,0,2,Working Day,1,0.72,0.7121,0.84,0.1045,10,43,53,Sedang,Malam/Dini Hari
13389,2012-07-17,Fall,1,7,1,0,2,Working Day,1,0.74,0.697,0.7,0.0,4,21,25,,Malam/Dini Hari
13390,2012-07-17,Fall,1,7,2,0,2,Working Day,1,0.72,0.6818,0.7,0.0896,1,6,7,Rendah,Malam/Dini Hari
13391,2012-07-17,Fall,1,7,3,0,2,Working Day,1,0.72,0.6818,0.66,0.0,0,3,3,,Malam/Dini Hari
13392,2012-07-17,Fall,1,7,4,0,2,Working Day,1,0.72,0.6818,0.62,0.0,0,7,7,,Malam/Dini Hari
13393,2012-07-17,Fall,1,7,5,0,2,Working Day,1,0.68,0.6364,0.74,0.0896,7,31,38,Rendah,Pagi (Berangkat)
13394,2012-07-17,Fall,1,7,6,0,2,Working Day,1,0.72,0.6818,0.66,0.1045,16,197,213,Sedang,Pagi (Berangkat)
13395,2012-07-17,Fall,1,7,7,0,2,Working Day,2,0.74,0.697,0.7,0.0,26,500,526,,Pagi (Berangkat)
13396,2012-07-17,Fall,1,7,8,0,2,Working Day,2,0.8,0.7576,0.55,0.0,43,618,661,,Pagi (Berangkat)
13397,2012-07-17,Fall,1,7,9,0,2,Working Day,2,0.82,0.7727,0.49,0.2239,32,288,320,Sedang,Pagi (Berangkat)
13398,2012-07-17,Fall,1,7,10,0,2,Working Day,2,0.84,0.7879,0.49,0.194,37,122,159,Sedang,Siang (Rekreasi)
13399,2012-07-17,Fall,1,7,11,0,2,Working Day,2,0.86,0.803,0.47,0.0,60,146,206,,Siang (Rekreasi)
13400,2012-07-17,Fall,1,7,12,0,2,Working Day,2,0.9,0.8182,0.35,0.0,80,174,254,,Siang (Rekreasi)
13401,2012-07-17,Fall,1,7,13,0,2,Working Day,1,0.92,0.8182,0.31,0.194,53,168,221,Sedang,Siang (Rekreasi)
13402,2012-07-17,Fall,1,7,14,0,2,Working Day,1,0.94,0.8333,0.29,0.2537,54,160,214,Sedang,Siang (Rekreasi)
13403,2012-07-17,Fall,1,7,15,0,2,Working Day,1,0.92,0.8182,0.31,0.1642,57,187,244,Sedang,Siang (Rekreasi)
13404,2012-07-17,Fall,1,7,16,0,2,Working Day,1,0.92,0.8182,0.29,0.1642,64,317,381,Sedang,Sore (Pulang)
13405,2012-07-17,Fall,1,7,17,0,2,Working Day,1,0.92,0.8182,0.29,0.0,95,675,770,,Sore (Pulang)
13406,2012-07-17,Fall,1,7,18,0,2,Working Day,1,0.9,0.803,0.33,0.194,60,712,772,Sedang,Sore (Pulang)
13407,2012-07-17,Fall,1,7,19,0,2,Working Day,1,0.88,0.7879,0.35,0.2537,69,478,547,Sedang,Sore (Pulang)
13408,2012-07-17,Fall,1,7,20,0,2,Working Day,1,0.86,0.7576,0.34,0.1642,52,375,427,Sedang,Malam/Dini Hari
13409,2012-07-17,Fall,1,7,21,0,2,Working Day,1,0.82,0.7727,0.52,0.1343,50,283,333,Sedang,Malam/Dini Hari
13410,2012-07-17,Fall,1,7,22,0,2,Working Day,1,0.8,0.7576,0.55,0.2239,29,215,244,Sedang,Malam/Dini Hari
13411,2012-07-17,Fall,1,7,23,0,2,Working Day,1,0.78,0.7424,0.59,0.194,22,139,161,Sedang,Malam/Dini Hari
13412,2012-07-18,Fall,1,7,0,0,3,Working Day,1,0.76,0.7273,0.66,0.1642,8,45,53,Sedang,Malam/Dini Hari
13413,2012-07-18,Fall,1,7,1,0,3,Working Day,1,0.76,0.7273,0.66,0.1045,2,14,16,Sedang,Malam/Dini Hari
13414,2012-07-18,Fall,1,7,2,0,3,Working Day,1,0.74,0.697,0.66,0.1343,3,5,8,Sedang,Malam/Dini Hari
13415,2012-07-18,Fall,1,7,3,0,3,Working Day,1,0.74,0.697,0.66,0.1343,2,2,4,Sedang,Malam/Dini Hari
13416,2012-07-18,Fall,1,7,4,0,3,Working Day,1,0.72,0.6818,0.7,0.1343,0,6,6,Sedang,Malam/Dini Hari
13417,2012-07-18,Fall,1,7,5,0,3,Working Day,1,0.72,0.6818,0.7,0.1642,5,41,46,Sedang,Pagi (Berangkat)
13418,2012-07-18,Fall,1,7,6,0,3,Working Day,1,0.72,0.6818,0.7,0.1642,10,152,162,Sedang,Pagi (Berangkat)
13419,2012-07-18,Fall,1,7,7,0,3,Working Day,1,0.74,0.697,0.66,0.1642,23,472,495,Sedang,Pagi (Berangkat)
13420,2012-07-18,Fall,1,7,8,0,3,Working Day,1,0.78,0.7424,0.62,0.1045,55,624,679,Sedang,Pagi (Berangkat)
13421,2012-07-18,Fall,1,7,9,0,3,Working Day,1,0.82,0.7879,0.56,0.0,44,253,297,,Pagi (Berangkat)
13422,2012-07-18,Fall,1,7,10,0,3,Working Day,1,0.9,0.8485,0.42,0.194,39,99,138,Sedang,Siang (Rekreasi)
13423,2012-07-18,Fall,1,7,11,0,3,Working Day,1,0.9,0.8485,0.42,0.0,47,136,183,,Siang (Rekreasi)
13424,2012-07-18,Fall,1,7,12,0,3,Working Day,1,0.92,0.8636,0.37,0.1343,36,166,202,Sedang,Siang (Rekreasi)
13425,2012-07-18,Fall,1,7,13,0,3,Working Day,1,0.94,0.8485,0.33,0.0,49,154,203,,Siang (Rekreasi)
13426,2012-07-18,Fall,1,7,14,0,3,Working Day,1,0.94,0.8788,0.38,0.3284,54,116,170,Tinggi,Siang (Rekreasi)
13427,2012-07-18,Fall,1,7,15,0,3,Working Day,3,0.92,0.8485,0.35,0.3582,42,152,194,Tinggi,Siang (Rekreasi)
13428,2012-07-18,Fall,1,7,16,0,3,Working Day,1,0.74,0.697,0.66,0.2537,34,190,224,Sedang,Sore (Pulang)
13429,2012-07-18,Fall,1,7,17,0,3,Working Day,1,0.74,0.697,0.7,0.2537,35,335,370,Sedang,Sore (Pulang)
13430,2012-07-18,Fall,1,7,18,0,3,Working Day,2,0.76,0.7121,0.62,0.1343,63,580,643,Sedang,Sore (Pulang)
13431,2012-07-18,Fall,1,7,19,0,3,Working Day,2,0.76,0.7121,0.62,0.1045,78,438,516,Sedang,Sore (Pulang)
13432,2012-07-18,Fall,1,7,20,0,3,Working Day,1,0.74,0.6818,0.62,0.0896,56,310,366,Rendah,Malam/Dini Hari
13433,2012-07-18,Fall,1,7,21,0,3,Working Day,1,0.76,0.7121,0.62,0.0,53,266,319,,Malam/Dini Hari
13434,2012-07-18,Fall,1,7,22,0,3,Working Day,1,0.76,0.7121,0.58,0.0896,42,246,288,Rendah,Malam/Dini Hari
13435,2012-07-18,Fall,1,7,23,0,3,Working Day,1,0.76,0.7121,0.58,0.0896,19,112,131,Rendah,Malam/Dini Hari
13436,2012-07-19,Fall,1,7,0,0,4,Working Day,1,0.74,0.697,0.66,0.0896,16,50,66,Rendah,Malam/Dini Hari
13437,2012-07-19,Fall,1,7,1,0,4,Working Day,1,0.74,0.697,0.66,0.0896,6,19,25,Rendah,Malam/Dini Hari
13438,2012-07-19,Fall,1,7,2,0,4,Working Day,1,0.72,0.6818,0.7,0.194,0,7,7,Sedang,Malam/Dini Hari
13439,2012-07-19,Fall,1,7,3,0,4,Working Day,1,0.72,0.6818,0.7,0.1045,1,4,5,Sedang,Malam/Dini Hari
13440,2012-07-19,Fall,1,7,4,0,4,Working Day,1,0.72,0.6818,0.7,0.1045,0,8,8,Sedang,Malam/Dini Hari
13441,2012-07-19,Fall,1,7,5,0,4,Working Day,2,0.72,0.6818,0.7,0.1045,5,35,40,Sedang,Pagi (Berangkat)
13442,2012-07-19,Fall,1,7,6,0,4,Working Day,1,0.72,0.6818,0.66,0.1343,8,144,152,Sedang,Pagi (Berangkat)
13443,2012-07-19,Fall,1,7,7,0,4,Working Day,1,0.74,0.6818,0.58,0.2836,23,450,473,Sedang,Pagi (Berangkat)
13444,2012-07-19,Fall,1,7,8,0,4,Working Day,1,0.76,0.7121,0.58,0.2537,32,625,657,Sedang,Pagi (Berangkat)
13445,2012-07-19,Fall,1,7,9,0,4,Working Day,2,0.76,0.7121,0.58,0.2836,36,282,318,Sedang,Pagi (Berangkat)
13446,2012-07-19,Fall,1,7,10,0,4,Working Day,1,0.76,0.7121,0.58,0.194,41,157,198,Sedang,Siang (Rekreasi)
13447,2012-07-19,Fall,1,7,11,0,4,Working Day,1,0.8,0.7576,0.55,0.1045,54,162,216,Sedang,Siang (Rekreasi)
13448,2012-07-19,Fall,1,7,12,0,4,Working Day,1,0.84,0.7879,0.49,0.2836,59,215,274,Sedang,Siang (Rekreasi)
13449,2012-07-19,Fall,1,7,13,0,4,Working Day,1,0.84,0.7727,0.47,0.1343,74,180,254,Sedang,Siang (Rekreasi)
13450,2012-07-19,Fall,1,7,14,0,4,Working Day,1,0.86,0.7879,0.44,0.0896,46,151,197,Rendah,Siang (Rekreasi)
13451,2012-07-19,Fall,1,7,15,0,4,Working Day,1,0.84,0.7727,0.47,0.0896,66,226,292,Rendah,Siang (Rekreasi)
13452,2012-07-19,Fall,1,7,16,0,4,Working Day,1,0.84,0.7727,0.47,0.0896,70,288,358,Rendah,Sore (Pulang)
13453,2012-07-19,Fall,1,7,17,0,4,Working Day,1,0.86,0.7879,0.41,0.0,93,678,771,,Sore (Pulang)
13454,2012-07-19,Fall,1,7,18,0,4,Working Day,1,0.86,0.7879,0.41,0.194,93,684,777,Sedang,Sore (Pulang)
13455,2012-07-19,Fall,1,7,19,0,4,Working Day,1,0.84,0.7576,0.44,0.2537,53,480,533,Sedang,Sore (Pulang)
13456,2012-07-19,Fall,1,7,20,0,4,Working Day,1,0.82,0.7727,0.49,0.1642,65,440,505,Sedang,Malam/Dini Hari
13457,2012-07-19,Fall,1,7,21,0,4,Working Day,3,0.66,0.5909,0.89,0.2537,38,294,332,Sedang,Malam/Dini Hari
13458,2012-07-19,Fall,1,7,22,0,4,Working Day,3,0.66,0.5909,0.89,0.2537,6,62,68,Sedang,Malam/Dini Hari
13459,2012-07-19,Fall,1,7,23,0,4,Working Day,3,0.66,0.5909,0.89,0.2239,3,62,65,Sedang,Malam/Dini Hari
13460,2012-07-20,Fall,1,7,0,0,5,Working Day,3,0.66,0.5909,0.89,0.0896,2,32,34,Rendah,Malam/Dini Hari
13461,2012-07-20,Fall,1,7,1,0,5,Working Day,1,0.66,0.5909,0.89,0.1343,2,9,11,Sedang,Malam/Dini Hari
13462,2012-07-20,Fall,1,7,2,0,5,Working Day,2,0.66,0.5909,0.89,0.0896,5,14,19,Rendah,Malam/Dini Hari
13463,2012-07-20,Fall,1,7,3,0,5,Working Day,2,0.66,0.5909,0.89,0.1045,7,29,36,Sedang,Malam/Dini Hari
13464,2012-07-20,Fall,1,7,4,0,5,Working Day,2,0.66,0.5909,0.89,0.1642,3,6,9,Sedang,Malam/Dini Hari
13465,2012-07-20,Fall,1,7,5,0,5,Working Day,2,0.66,0.5909,0.89,0.1343,2,40,42,Sedang,Pagi (Berangkat)
13466,2012-07-20,Fall,1,7,6,0,5,Working Day,2,0.66,0.5909,0.89,0.1642,3,123,126,Sedang,Pagi (Berangkat)
13467,2012-07-20,Fall,1,7,7,0,5,Working Day,2,0.66,0.5909,0.89,0.194,14,346,360,Sedang,Pagi (Berangkat)
13468,2012-07-20,Fall,1,7,8,0,5,Working Day,2,0.68,0.6364,0.83,0.1642,39,652,691,Sedang,Pagi (Berangkat)
13469,2012-07-20,Fall,1,7,9,0,5,Working Day,2,0.7,0.6667,0.79,0.1343,45,328,373,Sedang,Pagi (Berangkat)
13470,2012-07-20,Fall,1,7,10,0,5,Working Day,2,0.7,0.6667,0.79,0.1642,51,182,233,Sedang,Siang (Rekreasi)
13471,2012-07-20,Fall,1,7,11,0,5,Working Day,3,0.72,0.697,0.74,0.194,51,161,212,Sedang,Siang (Rekreasi)
13472,2012-07-20,Fall,1,7,12,0,5,Working Day,3,0.68,0.6364,0.83,0.1642,41,233,274,Sedang,Siang (Rekreasi)
13473,2012-07-20,Fall,1,7,13,0,5,Working Day,3,0.68,0.6364,0.83,0.1045,20,136,156,Sedang,Siang (Rekreasi)
13474,2012-07-20,Fall,1,7,14,0,5,Working Day,3,0.7,0.6667,0.84,0.1642,53,176,229,Sedang,Siang (Rekreasi)
13475,2012-07-20,Fall,1,7,15,0,5,Working Day,2,0.7,0.6667,0.84,0.2985,47,169,216,Sedang,Siang (Rekreasi)
13476,2012-07-20,Fall,1,7,16,0,5,Working Day,2,0.68,0.6364,0.83,0.3284,70,366,436,Tinggi,Sore (Pulang)
13477,2012-07-20,Fall,1,7,17,0,5,Working Day,2,0.66,0.5909,0.89,0.4179,95,620,715,Tinggi,Sore (Pulang)
13478,2012-07-20,Fall,1,7,18,0,5,Working Day,2,0.66,0.6061,0.78,0.3284,73,549,622,Tinggi,Sore (Pulang)
13479,2012-07-20,Fall,1,7,19,0,5,Working Day,2,0.64,0.5758,0.83,0.2836,44,358,402,Sedang,Sore (Pulang)
13480,2012-07-20,Fall,1,7,20,0,5,Working Day,3,0.64,0.5758,0.83,0.3881,35,216,251,Tinggi,Malam/Dini Hari
13481,2012-07-20,Fall,1,7,21,0,5,Working Day,3,0.62,0.5758,0.83,0.3284,14,108,122,Tinggi,Malam/Dini Hari
13482,2012-07-20,Fall,1,7,22,0,5,Working Day,2,0.62,0.5758,0.83,0.194,13,122,135,Sedang,Malam/Dini Hari
13483,2012-07-20,Fall,1,7,23,0,5,Working Day,2,0.62,0.5758,0.83,0.2836,18,148,166,Sedang,Malam/Dini Hari
13484,2012-07-21,Fall,1,7,0,0,6,Weekend/Holiday,3,0.62,0.5758,0.83,0.2836,11,92,103,Sedang,Malam/Dini Hari
13485,2012-07-21,Fall,1,7,1,0,6,Weekend/Holiday,2,0.62,0.5758,0.83,0.2537,10,62,72,Sedang,Malam/Dini Hari
13486,2012-07-21,Fall,1,7,2,0,6,Weekend/Holiday,3,0.6,0.5455,0.88,0.2836,5,55,60,Sedang,Malam/Dini Hari
13487,2012-07-21,Fall,1,7,3,0,6,Weekend/Holiday,3,0.6,0.5455,0.88,0.2537,7,18,25,Sedang,Malam/Dini Hari
13488,2012-07-21,Fall,1,7,4,0,6,Weekend/Holiday,3,0.58,0.5455,0.88,0.2836,11,5,16,Sedang,Malam/Dini Hari
13489,2012-07-21,Fall,1,7,5,0,6,Weekend/Holiday,3,0.58,0.5455,0.88,0.2537,7,10,17,Sedang,Pagi (Berangkat)
13490,2012-07-21,Fall,1,7,6,0,6,Weekend/Holiday,3,0.58,0.5455,0.88,0.2537,3,12,15,Sedang,Pagi (Berangkat)
13491,2012-07-21,Fall,1,7,7,0,6,Weekend/Holiday,2,0.58,0.5455,0.88,0.2537,8,29,37,Sedang,Pagi (Berangkat)
13492,2012-07-21,Fall,1,7,8,0,6,Weekend/Holiday,2,0.58,0.5455,0.83,0.2537,18,94,112,Sedang,Pagi (Berangkat)
13493,2012-07-21,Fall,1,7,9,0,6,Weekend/Holiday,2,0.58,0.5455,0.83,0.194,32,175,207,Sedang,Pagi (Berangkat)
13494,2012-07-21,Fall,1,7,10,0,6,Weekend/Holiday,3,0.58,0.5455,0.88,0.2537,49,219,268,Sedang,Siang (Rekreasi)
13495,2012-07-21,Fall,1,7,11,0,6,Weekend/Holiday,2,0.6,0.5606,0.83,0.2537,80,225,305,Sedang,Siang (Rekreasi)
13496,2012-07-21,Fall,1,7,12,0,6,Weekend/Holiday,3,0.6,0.5606,0.83,0.2239,156,301,457,Sedang,Siang (Rekreasi)
13497,2012-07-21,Fall,1,7,13,0,6,Weekend/Holiday,3,0.6,0.5606,0.83,0.1642,106,248,354,Sedang,Siang (Rekreasi)
13498,2012-07-21,Fall,1,7,14,0,6,Weekend/Holiday,2,0.6,0.5455,0.88,0.2537,121,222,343,Sedang,Siang (Rekreasi)
13499,2012-07-21,Fall,1,7,15,0,6,Weekend/Holiday,3,0.6,0.5455,0.88,0.2537,148,232,380,Sedang,Siang (Rekreasi)
13500,2012-07-21,Fall,1,7,16,0,6,Weekend/Holiday,3,0.6,0.5455,0.88,0.194,130,196,326,Sedang,Sore (Pulang)
13501,2012-07-21,Fall,1,7,17,0,6,Weekend/Holiday,3,0.6,0.5455,0.88,0.1642,92,149,241,Sedang,Sore (Pulang)
13502,2012-07-21,Fall,1,7,18,0,6,Weekend/Holiday,2,0.6,0.5455,0.88,0.194,51,126,177,Sedang,Sore (Pulang)
13503,2012-07-21,Fall,1,7,19,0,6,Weekend/Holiday,2,0.6,0.5455,0.88,0.1642,67,171,238,Sedang,Sore (Pulang)
13504,2012-07-21,Fall,1,7,20,0,6,Weekend/Holiday,3,0.6,0.5455,0.88,0.1642,51,163,214,Sedang,Malam/Dini Hari
13505,2012-07-21,Fall,1,7,21,0,6,Weekend/Holiday,2,0.6,0.5455,0.88,0.1642,29,134,163,Sedang,Malam/Dini Hari
13506,2012-07-21,Fall,1,7,22,0,6,Weekend/Holiday,2,0.6,0.5455,0.88,0.1045,40,140,180,Sedang,Malam/Dini Hari
13507,2012-07-21,Fall,1,7,23,0,6,Weekend/Holiday,2,0.6,0.5455,0.88,0.0,32,117,149,,Malam/Dini Hari
13508,2012-07-22,Fall,1,7,0,0,0,Weekend/Holiday,2,0.6,0.5455,0.88,0.1045,17,96,113,Sedang,Malam/Dini Hari
13509,2012-07-22,Fall,1,7,1,0,0,Weekend/Holiday,2,0.6,0.5455,0.88,0.1642,31,99,130,Sedang,Malam/Dini Hari
13510,2012-07-22,Fall,1,7,2,0,0,Weekend/Holiday,2,0.6,0.5455,0.88,0.1045,32,90,122,Sedang,Malam/Dini Hari
13511,2012-07-22,Fall,1,7,3,0,0,Weekend/Holiday,2,0.6,0.5455,0.88,0.1045,13,30,43,Sedang,Malam/Dini Hari
13512,2012-07-22,Fall,1,7,4,0,0,Weekend/Holiday,1,0.6,0.5455,0.88,0.0,6,10,16,,Malam/Dini Hari
13513,2012-07-22,Fall,1,7,5,0,0,Weekend/Holiday,1,0.6,0.5455,0.88,0.0,0,6,6,,Pagi (Berangkat)
13514,2012-07-22,Fall,1,7,6,0,0,Weekend/Holiday,2,0.62,0.5758,0.83,0.0896,5,14,19,Rendah,Pagi (Berangkat)
13515,2012-07-22,Fall,1,7,7,0,0,Weekend/Holiday,2,0.62,0.5758,0.83,0.0,13,25,38,,Pagi (Berangkat)
13516,2012-07-22,Fall,1,7,8,0,0,Weekend/Holiday,2,0.64,0.5909,0.78,0.0,31,122,153,,Pagi (Berangkat)
13517,2012-07-22,Fall,1,7,9,0,0,Weekend/Holiday,2,0.66,0.6212,0.69,0.0,79,179,258,,Pagi (Berangkat)
13518,2012-07-22,Fall,1,7,10,0,0,Weekend/Holiday,2,0.66,0.6212,0.74,0.0,114,265,379,,Siang (Rekreasi)
13519,2012-07-22,Fall,1,7,11,0,0,Weekend/Holiday,2,0.66,0.6212,0.74,0.0,191,314,505,,Siang (Rekreasi)
13520,2012-07-22,Fall,1,7,12,0,0,Weekend/Holiday,2,0.7,0.6515,0.7,0.1045,178,326,504,Sedang,Siang (Rekreasi)
13521,2012-07-22,Fall,1,7,13,0,0,Weekend/Holiday,2,0.7,0.6515,0.65,0.0896,238,388,626,Rendah,Siang (Rekreasi)
13522,2012-07-22,Fall,1,7,14,0,0,Weekend/Holiday,1,0.72,0.6818,0.66,0.1045,256,360,616,Sedang,Siang (Rekreasi)
13523,2012-07-22,Fall,1,7,15,0,0,Weekend/Holiday,1,0.72,0.6818,0.66,0.1045,254,370,624,Sedang,Siang (Rekreasi)
13524,2012-07-22,Fall,1,7,16,0,0,Weekend/Holiday,1,0.74,0.697,0.66,0.1045,245,383,628,Sedang,Sore (Pulang)
13525,2012-07-22,Fall,1,7,17,0,0,Weekend/Holiday,1,0.74,0.697,0.66,0.2239,188,368,556,Sedang,Sore (Pulang)
13526,2012-07-22,Fall,1,7,18,0,0,Weekend/Holiday,1,0.74,0.697,0.66,0.1642,173,342,515,Sedang,Sore (Pulang)
13527,2012-07-22,Fall,1,7,19,0,0,Weekend/Holiday,1,0.72,0.6818,0.7,0.1642,180,342,522,Sedang,Sore (Pulang)
13528,2012-07-22,Fall,1,7,20,0,0,Weekend/Holiday,1,0.7,0.6667,0.74,0.1642,124,254,378,Sedang,Malam/Dini Hari
13529,2012-07-22,Fall,1,7,21,0,0,Weekend/Holiday,1,0.7,0.6667,0.79,0.1045,88,257,345,Sedang,Malam/Dini Hari
