instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp_hour,atemp,hum_hour,windspeed_hour,casual,registered,cnt,waktu_hari,windspeed_day,temp_day,hum_day
14910,2012-09-18,3,1,9,10,0,2,1,3,0.68,0.6364,0.79,0.6418,30,130,160,Siang (Rekreasi),0.357587,0.623333,0.8725
14911,2012-09-18,3,1,9,11,0,2,1,2,0.68,0.6364,0.79,0.6418,36,115,151,Siang (Rekreasi),0.357587,0.623333,0.8725
14912,2012-09-18,3,1,9,12,0,2,1,3,0.68,0.6364,0.83,0.4478,16,72,88,Siang (Rekreasi),0.357587,0.623333,0.8725
14913,2012-09-18,3,1,9,13,0,2,1,2,0.7,0.6667,0.74,0.5821,17,97,114,Siang (Rekreasi),0.357587,0.623333,0.8725
14914,2012-09-18,3,1,9,14,0,2,1,3,0.6,0.5152,0.94,0.4627,27,116,143,Siang (Rekreasi),0.357587,0.623333,0.8725
14915,2012-09-18,3,1,9,15,0,2,1,3,0.6,0.5455,0.88,0.2537,1,35,36,Siang (Rekreasi),0.357587,0.623333,0.8725
14916,2012-09-18,3,1,9,16,0,2,1,3,0.6,0.5455,0.88,0.2985,19,122,141,Sore (Pulang),0.357587,0.623333,0.8725
14917,2012-09-18,3,1,9,17,0,2,1,3,0.6,0.5455,0.88,0.194,36,302,338,Sore (Pulang),0.357587,0.623333,0.8725
14918,2012-09-18,3,1,9,18,0,2,1,2,0.6,0.5455,0.88,0.1642,19,262,281,Sore (Pulang),0.357587,0.623333,0.8725
14919,2012-09-18,3,1,9,19,0,2,1,2,0.6,0.5455,0.88,0.2985,22,302,324,Sore (Pulang),0.357587,0.623333,0.8725
14920,2012-09-18,3,1,9,20,0,2,1,2,0.6,0.5455,0.88,0.194,19,271,290,Malam/Dini Hari,0.357587,0.623333,0.8725
14921,2012-09-18,3,1,9,21,0,2,1,2,0.6,0.5455,0.88,0.194,21,186,207,Malam/Dini Hari,0.357587,0.623333,0.8725
14922,2012-09-18,3,1,9,22,0,2,1,3,0.58,0.5455,0.83,0.4627,14,137,151,Malam/Dini Hari,0.357587,0.623333,0.8725
14923,2012-09-18,3,1,9,23,0,2,1,2,0.56,0.5303,0.83,0.2239,11,67,78,Malam/Dini Hari,0.357587,0.623333,0.8725
14924,2012-09-19,3,1,9,0,0,3,1,2,0.56,0.5303,0.68,0.2836,3,23,26,Malam/Dini Hari,0.215175,0.5525,0.536667
14925,2012-09-19,3,1,9,1,0,3,1,2,0.54,0.5152,0.68,0.2537,0,12,12,Malam/Dini Hari,0.215175,0.5525,0.536667
14926,2012-09-19,3,1,9,2,0,3,1,2,0.54,0.5152,0.64,0.3284,0,3,3,Malam/Dini Hari,0.215175,0.5525,0.536667
14927,2012-09-19,3,1,9,3,0,3,1,2,0.52,0.5,0.63,0.2537,1,4,5,Malam/Dini Hari,0.215175,0.5525,0.536667
14928,2012-09-19,3,1,9,4,0,3,1,2,0.52,0.5,0.68,0.3582,0,10,10,Malam/Dini Hari,0.215175,0.5525,0.536667
14929,2012-09-19,3,1,9,5,0,3,1,2,0.52,0.5,0.68,0.2836,2,54,56,Pagi (Berangkat),0.215175,0.5525,0.536667
14930,2012-09-19,3,1,9,6,0,3,1,1,0.52,0.5,0.63,0.2537,6,166,172,Pagi (Berangkat),0.215175,0.5525,0.536667
14931,2012-09-19,3,1,9,7,0,3,1,1,0.52,0.5,0.63,0.2239,16,529,545,Pagi (Berangkat),0.215175,0.5525,0.536667
14932,2012-09-19,3,1,9,8,0,3,1,1,0.52,0.5,0.59,0.2239,39,758,797,Pagi (Berangkat),0.215175,0.5525,0.536667
14933,2012-09-19,3,1,9,9,0,3,1,1,0.54,0.5152,0.6,0.2537,26,336,362,Pagi (Berangkat),0.215175,0.5525,0.536667
14934,2012-09-19,3,1,9,10,0,3,1,1,0.56,0.5303,0.52,0.194,23,169,192,Siang (Rekreasi),0.215175,0.5525,0.536667
14935,2012-09-19,3,1,9,11,0,3,1,1,0.6,0.6212,0.43,0.2537,44,203,247,Siang (Rekreasi),0.215175,0.5525,0.536667
14936,2012-09-19,3,1,9,12,0,3,1,1,0.6,0.6212,0.43,0.2537,53,260,313,Siang (Rekreasi),0.215175,0.5525,0.536667
14937,2012-09-19,3,1,9,13,0,3,1,1,0.6,0.6212,0.4,0.2537,55,234,289,Siang (Rekreasi),0.215175,0.5525,0.536667
14938,2012-09-19,3,1,9,14,0,3,1,1,0.62,0.6212,0.38,0.2537,59,227,286,Siang (Rekreasi),0.215175,0.5525,0.536667
14939,2012-09-19,3,1,9,15,0,3,1,1,0.62,0.6212,0.35,0.0,57,254,311,Siang (Rekreasi),0.215175,0.5525,0.536667
14940,2012-09-19,3,1,9,16,0,3,1,1,0.62,0.6212,0.35,0.0,69,397,466,Sore (Pulang),0.215175,0.5525,0.536667
14941,2012-09-19,3,1,9,17,0,3,1,1,0.6,0.6212,0.38,0.2239,74,812,886,Sore (Pulang),0.215175,0.5525,0.536667
14942,2012-09-19,3,1,9,18,0,3,1,1,0.58,0.5455,0.4,0.2836,85,807,892,Sore (Pulang),0.215175,0.5525,0.536667
14943,2012-09-19,3,1,9,19,0,3,1,1,0.56,0.5303,0.43,0.2239,72,539,611,Sore (Pulang),0.215175,0.5525,0.536667
14944,2012-09-19,3,1,9,20,0,3,1,1,0.52,0.5,0.48,0.1642,31,378,409,Malam/Dini Hari,0.215175,0.5525,0.536667
14945,2012-09-19,3,1,9,21,0,3,1,1,0.5,0.4848,0.59,0.1642,25,324,349,Malam/Dini Hari,0.215175,0.5525,0.536667
14946,2012-09-19,3,1,9,22,0,3,1,1,0.5,0.4848,0.63,0.0896,31,198,229,Malam/Dini Hari,0.215175,0.5525,0.536667
14947,2012-09-19,3,1,9,23,0,3,1,1,0.48,0.4697,0.67,0.0896,17,106,123,Malam/Dini Hari,0.215175,0.5525,0.536667
14948,2012-09-20,3,1,9,0,0,4,1,1,0.5,0.4848,0.63,0.0,12,46,58,Malam/Dini Hari,0.118167,0.546667,0.618333
14949,2012-09-20,3,1,9,1,0,4,1,1,0.46,0.4545,0.72,0.1045,4,14,18,Malam/Dini Hari,0.118167,0.546667,0.618333
14950,2012-09-20,3,1,9,2,0,4,1,1,0.46,0.4545,0.72,0.0896,2,9,11,Malam/Dini Hari,0.118167,0.546667,0.618333
14951,2012-09-20,3,1,9,3,0,4,1,1,0.44,0.4394,0.77,0.0,0,6,6,Malam/Dini Hari,0.118167,0.546667,0.618333
14952,2012-09-20,3,1,9,4,0,4,1,1,0.44,0.4394,0.77,0.1045,0,6,6,Malam/Dini Hari,0.118167,0.546667,0.618333
14953,2012-09-20,3,1,9,5,0,4,1,1,0.44,0.4394,0.77,0.1045,4,52,56,Pagi (Berangkat),0.118167,0.546667,0.618333
14954,2012-09-20,3,1,9,6,0,4,1,1,0.44,0.4394,0.77,0.0,9,161,170,Pagi (Berangkat),0.118167,0.546667,0.618333
14955,2012-09-20,3,1,9,7,0,4,1,1,0.46,0.4545,0.82,0.1045,20,514,534,Pagi (Berangkat),0.118167,0.546667,0.618333
14956,2012-09-20,3,1,9,8,0,4,1,1,0.5,0.4848,0.68,0.0896,44,746,790,Pagi (Berangkat),0.118167,0.546667,0.618333
14957,2012-09-20,3,1,9,9,0,4,1,1,0.56,0.5303,0.6,0.0896,25,330,355,Pagi (Berangkat),0.118167,0.546667,0.618333
14958,2012-09-20,3,1,9,10,0,4,1,1,0.58,0.5455,0.53,0.0896,33,157,190,Siang (Rekreasi),0.118167,0.546667,0.618333
14959,2012-09-20,3,1,9,11,0,4,1,1,0.62,0.6212,0.43,0.0,37,206,243,Siang (Rekreasi),0.118167,0.546667,0.618333
14960,2012-09-20,3,1,9,12,0,4,1,1,0.62,0.6212,0.43,0.1343,57,233,290,Siang (Rekreasi),0.118167,0.546667,0.618333
14961,2012-09-20,3,1,9,13,0,4,1,1,0.64,0.6212,0.44,0.1343,68,268,336,Siang (Rekreasi),0.118167,0.546667,0.618333
14962,2012-09-20,3,1,9,14,0,4,1,1,0.64,0.6212,0.47,0.194,76,222,298,Siang (Rekreasi),0.118167,0.546667,0.618333
14963,2012-09-20,3,1,9,15,0,4,1,1,0.66,0.6212,0.47,0.194,60,231,291,Siang (Rekreasi),0.118167,0.546667,0.618333
14964,2012-09-20,3,1,9,16,0,4,1,1,0.64,0.6212,0.47,0.1642,72,385,457,Sore (Pulang),0.118167,0.546667,0.618333
14965,2012-09-20,3,1,9,17,0,4,1,1,0.64,0.6212,0.5,0.2239,91,885,976,Sore (Pulang),0.118167,0.546667,0.618333
14966,2012-09-20,3,1,9,18,0,4,1,1,0.6,0.6212,0.56,0.2537,119,781,900,Sore (Pulang),0.118167,0.546667,0.618333
14967,2012-09-20,3,1,9,19,0,4,1,1,0.58,0.5455,0.6,0.2239,69,534,603,Sore (Pulang),0.118167,0.546667,0.618333
14968,2012-09-20,3,1,9,20,0,4,1,1,0.56,0.5303,0.64,0.1343,57,360,417,Malam/Dini Hari,0.118167,0.546667,0.618333
14969,2012-09-20,3,1,9,21,0,4,1,1,0.56,0.5303,0.64,0.194,28,246,274,Malam/Dini Hari,0.118167,0.546667,0.618333
14970,2012-09-20,3,1,9,22,0,4,1,1,0.54,0.5152,0.73,0.1045,35,252,287,Malam/Dini Hari,0.118167,0.546667,0.618333
14971,2012-09-20,3,1,9,23,0,4,1,1,0.54,0.5152,0.68,0.1045,17,137,154,Malam/Dini Hari,0.118167,0.546667,0.618333
14972,2012-09-21,3,1,9,0,0,5,1,1,0.54,0.5152,0.68,0.0,13,53,66,Malam/Dini Hari,0.154229,0.599167,0.66875
14973,2012-09-21,3,1,9,1,0,5,1,1,0.52,0.5,0.72,0.0,11,38,49,Malam/Dini Hari,0.154229,0.599167,0.66875
14974,2012-09-21,3,1,9,2,0,5,1,1,0.52,0.5,0.72,0.0,6,8,14,Malam/Dini Hari,0.154229,0.599167,0.66875
14975,2012-09-21,3,1,9,3,0,5,1,1,0.5,0.4848,0.77,0.0896,1,11,12,Malam/Dini Hari,0.154229,0.599167,0.66875
14976,2012-09-21,3,1,9,4,0,5,1,1,0.5,0.4848,0.77,0.0,1,9,10,Malam/Dini Hari,0.154229,0.599167,0.66875
14977,2012-09-21,3,1,9,5,0,5,1,1,0.5,0.4848,0.82,0.0,2,47,49,Pagi (Berangkat),0.154229,0.599167,0.66875
14978,2012-09-21,3,1,9,6,0,5,1,1,0.5,0.4848,0.77,0.0896,19,146,165,Pagi (Berangkat),0.154229,0.599167,0.66875
14979,2012-09-21,3,1,9,7,0,5,1,1,0.52,0.5,0.77,0.0,35,468,503,Pagi (Berangkat),0.154229,0.599167,0.66875
14980,2012-09-21,3,1,9,8,0,5,1,1,0.54,0.5152,0.73,0.1343,31,726,757,Pagi (Berangkat),0.154229,0.599167,0.66875
14981,2012-09-21,3,1,9,9,0,5,1,1,0.58,0.5455,0.68,0.1343,35,348,383,Pagi (Berangkat),0.154229,0.599167,0.66875
14982,2012-09-21,3,1,9,10,0,5,1,1,0.62,0.6061,0.61,0.2239,44,181,225,Siang (Rekreasi),0.154229,0.599167,0.66875
14983,2012-09-21,3,1,9,11,0,5,1,1,0.66,0.6212,0.57,0.2239,79,242,321,Siang (Rekreasi),0.154229,0.599167,0.66875
14984,2012-09-21,3,1,9,12,0,5,1,1,0.68,0.6364,0.57,0.1642,84,305,389,Siang (Rekreasi),0.154229,0.599167,0.66875
14985,2012-09-21,3,1,9,13,0,5,1,1,0.7,0.6515,0.54,0.1642,105,316,421,Siang (Rekreasi),0.154229,0.599167,0.66875
14986,2012-09-21,3,1,9,14,0,5,1,1,0.7,0.6515,0.54,0.2985,113,299,412,Siang (Rekreasi),0.154229,0.599167,0.66875
14987,2012-09-21,3,1,9,15,0,5,1,1,0.7,0.6515,0.54,0.2239,90,333,423,Siang (Rekreasi),0.154229,0.599167,0.66875
14988,2012-09-21,3,1,9,16,0,5,1,1,0.7,0.6515,0.54,0.194,103,464,567,Sore (Pulang),0.154229,0.599167,0.66875
14989,2012-09-21,3,1,9,17,0,5,1,1,0.68,0.6364,0.57,0.2836,107,739,846,Sore (Pulang),0.154229,0.599167,0.66875
14990,2012-09-21,3,1,9,18,0,5,1,1,0.66,0.6212,0.61,0.2537,106,699,805,Sore (Pulang),0.154229,0.599167,0.66875
14991,2012-09-21,3,1,9,19,0,5,1,1,0.64,0.6061,0.65,0.2537,95,493,588,Sore (Pulang),0.154229,0.599167,0.66875
14992,2012-09-21,3,1,9,20,0,5,1,1,0.62,0.6061,0.69,0.194,54,315,369,Malam/Dini Hari,0.154229,0.599167,0.66875
14993,2012-09-21,3,1,9,21,0,5,1,1,0.6,0.5909,0.73,0.2537,46,266,312,Malam/Dini Hari,0.154229,0.599167,0.66875
14994,2012-09-21,3,1,9,22,0,5,1,1,0.6,0.5909,0.73,0.194,47,248,295,Malam/Dini Hari,0.154229,0.599167,0.66875
14995,2012-09-21,3,1,9,23,0,5,1,1,0.6,0.5909,0.73,0.3284,23,163,186,Malam/Dini Hari,0.154229,0.599167,0.66875
14996,2012-09-22,3,1,9,0,0,6,0,1,0.6,0.5909,0.73,0.2836,32,140,172,Malam/Dini Hari,0.283583,0.65,0.646667
14997,2012-09-22,3,1,9,1,0,6,0,1,0.58,0.5455,0.83,0.2985,18,106,124,Malam/Dini Hari,0.283583,0.65,0.646667
14998,2012-09-22,3,1,9,2,0,6,0,1,0.56,0.5303,0.88,0.2537,10,73,83,Malam/Dini Hari,0.283583,0.65,0.646667
14999,2012-09-22,3,1,9,3,0,6,0,1,0.56,0.5303,0.83,0.2836,6,39,45,Malam/Dini Hari,0.283583,0.65,0.646667
15000,2012-09-22,3,1,9,4,0,6,0,1,0.56,0.5303,0.83,0.2836,5,10,15,Malam/Dini Hari,0.283583,0.65,0.646667
15001,2012-09-22,3,1,9,5,0,6,0,1,0.56,0.5303,0.83,0.3284,2,15,17,Pagi (Berangkat),0.283583,0.65,0.646667
15002,2012-09-22,3,1,9,6,0,6,0,1,0.56,0.5303,0.83,0.2985,6,35,41,Pagi (Berangkat),0.283583,0.65,0.646667
15003,2012-09-22,3,1,9,7,0,6,0,1,0.58,0.5455,0.78,0.2537,7,70,77,Pagi (Berangkat),0.283583,0.65,0.646667
15004,2012-09-22,3,1,9,8,0,6,0,1,0.6,0.5909,0.73,0.2985,21,197,218,Pagi (Berangkat),0.283583,0.65,0.646667
15005,2012-09-22,3,1,9,9,0,6,0,1,0.64,0.6061,0.69,0.2537,88,289,377,Pagi (Berangkat),0.283583,0.65,0.646667
15006,2012-09-22,3,1,9,10,0,6,0,1,0.66,0.6212,0.65,0.3284,124,350,474,Siang (Rekreasi),0.283583,0.65,0.646667
15007,2012-09-22,3,1,9,11,0,6,0,1,0.7,0.6515,0.58,0.2836,189,437,626,Siang (Rekreasi),0.283583,0.65,0.646667
15008,2012-09-22,3,1,9,12,0,6,0,1,0.72,0.6667,0.54,0.2985,228,460,688,Siang (Rekreasi),0.283583,0.65,0.646667
15009,2012-09-22,3,1,9,13,0,6,0,1,0.74,0.6667,0.51,0.3582,273,434,707,Siang (Rekreasi),0.283583,0.65,0.646667
15010,2012-09-22,3,1,9,14,0,6,0,1,0.76,0.6818,0.48,0.2836,250,404,654,Siang (Rekreasi),0.283583,0.65,0.646667
15011,2012-09-22,3,1,9,15,0,6,0,1,0.74,0.6667,0.48,0.3881,307,443,750,Siang (Rekreasi),0.283583,0.65,0.646667
15012,2012-09-22,3,1,9,16,0,6,0,1,0.74,0.6667,0.51,0.3284,253,427,680,Sore (Pulang),0.283583,0.65,0.646667
15013,2012-09-22,3,1,9,17,0,6,0,1,0.74,0.6667,0.51,0.3284,195,451,646,Sore (Pulang),0.283583,0.65,0.646667
15014,2012-09-22,3,1,9,18,0,6,0,1,0.72,0.6667,0.54,0.2836,171,427,598,Sore (Pulang),0.283583,0.65,0.646667
15015,2012-09-22,3,1,9,19,0,6,0,1,0.7,0.6515,0.58,0.194,99,308,407,Sore (Pulang),0.283583,0.65,0.646667
15016,2012-09-22,3,1,9,20,0,6,0,1,0.7,0.6515,0.54,0.2537,76,249,325,Malam/Dini Hari,0.283583,0.65,0.646667
15017,2012-09-22,3,1,9,21,0,6,0,1,0.64,0.6212,0.57,0.2537,59,202,261,Malam/Dini Hari,0.283583,0.65,0.646667
15018,2012-09-22,3,1,9,22,0,6,0,1,0.62,0.6212,0.57,0.194,59,180,239,Malam/Dini Hari,0.283583,0.65,0.646667
15019,2012-09-22,3,1,9,23,0,6,0,1,0.62,0.6212,0.5,0.194,34,137,171,Malam/Dini Hari,0.283583,0.65,0.646667
15020,2012-09-23,4,1,9,0,0,0,0,1,0.62,0.6212,0.38,0.2537,34,146,180,Malam/Dini Hari,0.223258,0.529167,0.467083
15021,2012-09-23,4,1,9,1,0,0,0,1,0.54,0.5152,0.52,0.3582,23,119,142,Malam/Dini Hari,0.223258,0.529167,0.467083
15022,2012-09-23,4,1,9,2,0,0,0,1,0.52,0.5,0.48,0.2537,18,77,95,Malam/Dini Hari,0.223258,0.529167,0.467083
15023,2012-09-23,4,1,9,3,0,0,0,1,0.48,0.4697,0.55,0.2985,13,41,54,Malam/Dini Hari,0.223258,0.529167,0.467083
15024,2012-09-23,4,1,9,4,0,0,0,1,0.46,0.4545,0.55,0.2239,1,9,10,Malam/Dini Hari,0.223258,0.529167,0.467083
15025,2012-09-23,4,1,9,5,0,0,0,1,0.46,0.4545,0.59,0.2537,1,5,6,Pagi (Berangkat),0.223258,0.529167,0.467083
15026,2012-09-23,4,1,9,6,0,0,0,1,0.44,0.4394,0.62,0.2537,5,11,16,Pagi (Berangkat),0.223258,0.529167,0.467083
15027,2012-09-23,4,1,9,7,0,0,0,1,0.46,0.4545,0.59,0.2239,9,48,57,Pagi (Berangkat),0.223258,0.529167,0.467083
15028,2012-09-23,4,1,9,8,0,0,0,1,0.48,0.4697,0.55,0.3582,38,137,175,Pagi (Berangkat),0.223258,0.529167,0.467083
15029,2012-09-23,4,1,9,9,0,0,0,1,0.5,0.4848,0.51,0.3284,71,205,276,Pagi (Berangkat),0.223258,0.529167,0.467083
15030,2012-09-23,4,1,9,10,0,0,0,1,0.54,0.5152,0.45,0.2537,138,351,489,Siang (Rekreasi),0.223258,0.529167,0.467083
15031,2012-09-23,4,1,9,11,0,0,0,1,0.56,0.5303,0.46,0.2537,186,384,570,Siang (Rekreasi),0.223258,0.529167,0.467083
15032,2012-09-23,4,1,9,12,0,0,0,1,0.56,0.5303,0.43,0.1045,250,526,776,Siang (Rekreasi),0.223258,0.529167,0.467083
15033,2012-09-23,4,1,9,13,0,0,0,1,0.6,0.6212,0.38,0.1642,257,445,702,Siang (Rekreasi),0.223258,0.529167,0.467083
15034,2012-09-23,4,1,9,14,0,0,0,1,0.6,0.6212,0.38,0.194,266,400,666,Siang (Rekreasi),0.223258,0.529167,0.467083
15035,2012-09-23,4,1,9,15,0,0,0,1,0.6,0.6212,0.33,0.2239,265,375,640,Siang (Rekreasi),0.223258,0.529167,0.467083
15036,2012-09-23,4,1,9,16,0,0,0,1,0.6,0.6212,0.33,0.3284,254,437,691,Sore (Pulang),0.223258,0.529167,0.467083
15037,2012-09-23,4,1,9,17,0,0,0,1,0.56,0.5303,0.35,0.2985,227,496,723,Sore (Pulang),0.223258,0.529167,0.467083
15038,2012-09-23,4,1,9,18,0,0,0,1,0.54,0.5152,0.37,0.194,135,405,540,Sore (Pulang),0.223258,0.529167,0.467083
15039,2012-09-23,4,1,9,19,0,0,0,1,0.52,0.5,0.42,0.1642,82,331,413,Sore (Pulang),0.223258,0.529167,0.467083
15040,2012-09-23,4,1,9,20,0,0,0,1,0.52,0.5,0.42,0.1642,60,192,252,Malam/Dini Hari,0.223258,0.529167,0.467083
15041,2012-09-23,4,1,9,21,0,0,0,2,0.52,0.5,0.48,0.1045,51,145,196,Malam/Dini Hari,0.223258,0.529167,0.467083
15042,2012-09-23,4,1,9,22,0,0,0,1,0.52,0.5,0.48,0.0,40,98,138,Malam/Dini Hari,0.223258,0.529167,0.467083
15043,2012-09-23,4,1,9,23,0,0,0,2,0.5,0.4848,0.59,0.1045,30,70,100,Malam/Dini Hari,0.223258,0.529167,0.467083
15044,2012-09-24,4,1,9,0,0,1,1,1,0.46,0.4545,0.63,0.194,10,54,64,Malam/Dini Hari,0.142404,0.514167,0.492917
15045,2012-09-24,4,1,9,1,0,1,1,1,0.46,0.4545,0.67,0.1343,6,12,18,Malam/Dini Hari,0.142404,0.514167,0.492917
15046,2012-09-24,4,1,9,2,0,1,1,2,0.46,0.4545,0.63,0.1343,0,8,8,Malam/Dini Hari,0.142404,0.514167,0.492917
15047,2012-09-24,4,1,9,3,0,1,1,1,0.46,0.4545,0.63,0.1642,0,5,5,Malam/Dini Hari,0.142404,0.514167,0.492917
15048,2012-09-24,4,1,9,4,0,1,1,1,0.44,0.4394,0.67,0.1045,0,8,8,Malam/Dini Hari,0.142404,0.514167,0.492917
15049,2012-09-24,4,1,9,5,0,1,1,1,0.46,0.4545,0.63,0.0,2,35,37,Pagi (Berangkat),0.142404,0.514167,0.492917
15050,2012-09-24,4,1,9,6,0,1,1,1,0.46,0.4545,0.59,0.0,6,162,168,Pagi (Berangkat),0.142404,0.514167,0.492917
15051,2012-09-24,4,1,9,7,0,1,1,1,0.46,0.4545,0.67,0.1343,17,513,530,Pagi (Berangkat),0.142404,0.514167,0.492917
15052,2012-09-24,4,1,9,8,0,1,1,1,0.5,0.4848,0.55,0.194,31,719,750,Pagi (Berangkat),0.142404,0.514167,0.492917
15053,2012-09-24,4,1,9,9,0,1,1,1,0.52,0.5,0.52,0.194,42,286,328,Pagi (Berangkat),0.142404,0.514167,0.492917
15054,2012-09-24,4,1,9,10,0,1,1,1,0.54,0.5152,0.49,0.2239,52,146,198,Siang (Rekreasi),0.142404,0.514167,0.492917
15055,2012-09-24,4,1,9,11,0,1,1,1,0.56,0.5303,0.37,0.194,71,167,238,Siang (Rekreasi),0.142404,0.514167,0.492917
15056,2012-09-24,4,1,9,12,0,1,1,1,0.56,0.5303,0.35,0.2985,77,265,342,Siang (Rekreasi),0.142404,0.514167,0.492917
15057,2012-09-24,4,1,9,13,0,1,1,1,0.6,0.6212,0.31,0.2985,80,248,328,Siang (Rekreasi),0.142404,0.514167,0.492917
15058,2012-09-24,4,1,9,14,0,1,1,1,0.6,0.6061,0.28,0.0,77,226,303,Siang (Rekreasi),0.142404,0.514167,0.492917
15059,2012-09-24,4,1,9,15,0,1,1,1,0.6,0.6212,0.31,0.0,84,216,300,Siang (Rekreasi),0.142404,0.514167,0.492917
15060,2012-09-24,4,1,9,16,0,1,1,1,0.58,0.5455,0.3,0.2537,99,417,516,Sore (Pulang),0.142404,0.514167,0.492917
15061,2012-09-24,4,1,9,17,0,1,1,1,0.58,0.5455,0.3,0.0,89,809,898,Sore (Pulang),0.142404,0.514167,0.492917
15062,2012-09-24,4,1,9,18,0,1,1,1,0.54,0.5152,0.37,0.1642,95,758,853,Sore (Pulang),0.142404,0.514167,0.492917
15063,2012-09-24,4,1,9,19,0,1,1,1,0.52,0.5,0.39,0.1343,56,534,590,Sore (Pulang),0.142404,0.514167,0.492917
15064,2012-09-24,4,1,9,20,0,1,1,1,0.52,0.5,0.52,0.1045,52,380,432,Malam/Dini Hari,0.142404,0.514167,0.492917
15065,2012-09-24,4,1,9,21,0,1,1,1,0.5,0.4848,0.51,0.1343,26,230,256,Malam/Dini Hari,0.142404,0.514167,0.492917
15066,2012-09-24,4,1,9,22,0,1,1,1,0.5,0.4848,0.51,0.2239,18,154,172,Malam/Dini Hari,0.142404,0.514167,0.492917
15067,2012-09-24,4,1,9,23,0,1,1,1,0.46,0.4545,0.63,0.1343,11,83,94,Malam/Dini Hari,0.142404,0.514167,0.492917
15068,2012-09-25,4,1,9,0,0,2,1,1,0.46,0.4545,0.67,0.1642,8,56,64,Malam/Dini Hari,0.236321,0.55,0.57
15069,2012-09-25,4,1,9,1,0,2,1,1,0.44,0.4394,0.72,0.1343,2,11,13,Malam/Dini Hari,0.236321,0.55,0.57
15070,2012-09-25,4,1,9,2,0,2,1,1,0.42,0.4242,0.77,0.1343,5,9,14,Malam/Dini Hari,0.236321,0.55,0.57
15071,2012-09-25,4,1,9,3,0,2,1,1,0.42,0.4242,0.71,0.0896,2,3,5,Malam/Dini Hari,0.236321,0.55,0.57
15072,2012-09-25,4,1,9,4,0,2,1,1,0.42,0.4242,0.71,0.1343,2,7,9,Malam/Dini Hari,0.236321,0.55,0.57
15073,2012-09-25,4,1,9,5,0,2,1,1,0.42,0.4242,0.77,0.0896,1,46,47,Pagi (Berangkat),0.236321,0.55,0.57
15074,2012-09-25,4,1,9,6,0,2,1,1,0.44,0.4394,0.77,0.2239,5,189,194,Pagi (Berangkat),0.236321,0.55,0.57
15075,2012-09-25,4,1,9,7,0,2,1,1,0.44,0.4394,0.77,0.194,17,539,556,Pagi (Berangkat),0.236321,0.55,0.57
15076,2012-09-25,4,1,9,8,0,2,1,1,0.48,0.4697,0.67,0.194,41,764,805,Pagi (Berangkat),0.236321,0.55,0.57
15077,2012-09-25,4,1,9,9,0,2,1,1,0.54,0.5152,0.56,0.2537,28,381,409,Pagi (Berangkat),0.236321,0.55,0.57
15078,2012-09-25,4,1,9,10,0,2,1,1,0.56,0.5303,0.52,0.2985,45,125,170,Siang (Rekreasi),0.236321,0.55,0.57
15079,2012-09-25,4,1,9,11,0,2,1,1,0.6,0.6212,0.46,0.2985,63,155,218,Siang (Rekreasi),0.236321,0.55,0.57
15080,2012-09-25,4,1,9,12,0,2,1,1,0.62,0.6212,0.43,0.2836,69,233,302,Siang (Rekreasi),0.236321,0.55,0.57
15081,2012-09-25,4,1,9,13,0,2,1,1,0.64,0.6212,0.47,0.2537,48,257,305,Siang (Rekreasi),0.236321,0.55,0.57
15082,2012-09-25,4,1,9,14,0,2,1,1,0.66,0.6212,0.39,0.3284,80,213,293,Siang (Rekreasi),0.236321,0.55,0.57
15083,2012-09-25,4,1,9,15,0,2,1,1,0.66,0.6212,0.36,0.3284,56,247,303,Siang (Rekreasi),0.236321,0.55,0.57
15084,2012-09-25,4,1,9,16,0,2,1,1,0.66,0.6212,0.39,0.2985,59,436,495,Sore (Pulang),0.236321,0.55,0.57
15085,2012-09-25,4,1,9,17,0,2,1,1,0.66,0.6212,0.39,0.2836,107,860,967,Sore (Pulang),0.236321,0.55,0.57
15086,2012-09-25,4,1,9,18,0,2,1,1,0.64,0.6212,0.41,0.2239,64,758,822,Sore (Pulang),0.236321,0.55,0.57
15087,2012-09-25,4,1,9,19,0,2,1,1,0.62,0.6212,0.5,0.2537,49,490,539,Sore (Pulang),0.236321,0.55,0.57
15088,2012-09-25,4,1,9,20,0,2,1,1,0.6,0.6212,0.56,0.2985,37,388,425,Malam/Dini Hari,0.236321,0.55,0.57
15089,2012-09-25,4,1,9,21,0,2,1,1,0.6,0.6212,0.56,0.2985,34,263,297,Malam/Dini Hari,0.236321,0.55,0.57
15090,2012-09-25,4,1,9,22,0,2,1,1,0.6,0.6212,0.56,0.2836,14,174,188,Malam/Dini Hari,0.236321,0.55,0.57
15091,2012-09-25,4,1,9,23,0,2,1,1,0.6,0.6212,0.56,0.3284,9,89,98,Malam/Dini Hari,0.236321,0.55,0.57
15092,2012-09-26,4,1,9,0,0,3,1,1,0.58,0.5455,0.64,0.2985,6,34,40,Malam/Dini Hari,0.2444,0.635,0.630833
15093,2012-09-26,4,1,9,1,0,3,1,1,0.58,0.5455,0.64,0.3284,10,19,29,Malam/Dini Hari,0.2444,0.635,0.630833
15094,2012-09-26,4,1,9,2,0,3,1,2,0.58,0.5455,0.64,0.2836,2,15,17,Malam/Dini Hari,0.2444,0.635,0.630833
